condition,drugName,avg_rating,review_count
Skin or Soft Tissue Infection,Azithromycin,7.0,4
Skin or Soft Tissue Infection,Augmentin,7.0,15
Skin or Soft Tissue Infection,Amoxicillin,7.0,3
Prostatitis,SMZ-TMP DS,7.0,3
Prostatitis,Moxifloxacin,7.0,3
Prostatitis,Avelox,7.0,3
Ovarian Cysts,Seasonique,7.0,3
Dysautonomia,Pyridostigmine,7.0,5
Dysautonomia,Mestinon,7.0,4
Uterine Fibroids,Lupron Depot,7.0,20
Tourette's Syndrome,Guanfacine,7.0,3
Rheumatoid Arthritis,Feldene,7.0,3
Hypersomnia,Armodafinil,7.0,19
Deep Vein Thrombosis,Dabigatran,7.0,5
Pain,Dilaudid-HP,7.0,3
Tonsillitis/Pharyngitis,Cefprozil,7.0,3
"Melanoma, Metastatic",Zelboraf,7.0,3
"Anemia, Sickle Cell",Hydroxyurea,7.0,4
Chlamydia Infection,Zithromax,7.0,9
Chronic Fatigue Syndrome,Provigil,7.0,5
Headache,Excedrin PM,7.0,3
Candida Urinary Tract Infection,Fluconazole,7.0,4
Perimenopausal Symptoms,Progesterone,7.0,4
Pseudomembranous Colitis,Metronidazole,7.0,3
Overactive Bladde,Tolterodine,7.0,25
Autism,Venlafaxine,7.0,3
Vitamin B12 Deficiency,Vitamin B12,7.0,3
Dietary Fiber Supplementation,Psyllium,7.0,3
"Crohn's Disease, Acute",Metronidazole,7.0,4
Vaginal Yeast Infection,Nystatin,7.0,3
Hashimoto's disease,Nature-Throid,7.0,11
Head Lice,Natroba,7.0,3
Acne,SMZ-TMP DS,7.0,3
Atrophic Vaginitis,Conjugated estrogens,7.0,3
Diabetic Macular Edema,Aflibercept,7.0,3
Periodontitis,Chlorhexidine,7.0,4
Pain,Indocin,7.0,3
Hyperthyroidism,Methimazole,7.0,9
Periodic Limb Movement Disorde,Mirapex,7.0,3
Periodic Limb Movement Disorde,Baclofen,7.0,5
Period Pain,Ibuprofen,7.0,11
"Diabetes, Type 2",Levemir,7.0,14
Pudendal Neuralgia,Amitriptyline,7.0,3
Hemorrhoids,Lidocaine,7.0,6
"COPD, Maintenance",Spiriva Respimat,7.0,4
Muscle Pain,Advil,7.0,3
Swine Flu,Tamiflu,7.0,10
Supraventricular Tachycardia,Metoprolol,7.0,39
3</span> users found this comment helpful.,Yaz,7.0,3
Atopic Dermatitis,Pimecrolimus,7.0,4
Borderline Personality Disorde,Sertraline,7.0,4
Inflammatory Conditions,Mobic,7.0,23
"Diabetes, Type 2",Glyburide,7.0,4
Allergic Rhinitis,Nasacort Allergy 24HR,7.0,5
Reflex Sympathetic Dystrophy Syndrome,Milnacipran,7.0,4
Migraine,Flexeril,7.0,8
Allergic Rhinitis,QNASL,7.0,3
Allergic Rhinitis,Pseudoephedrine / triprolidine,7.0,3
"COPD, Maintenance",Albuterol / ipratropium,7.0,21
2</span> users found this comment helpful.,Tri-Sprintec,7.0,9
ibromyalgia,Trazodone,7.0,21
Depression,Paliperidone,7.0,3
Asthma,Mepolizumab,7.0,3
3</span> users found this comment helpful.,Jolessa,7.0,3
Bowel Preparation,MoviPrep,6.99,141
Obesity,Contrave,6.99,649
Depression,Quetiapine,6.99,87
Pain,Nortriptyline,6.98,60
Narcolepsy,Provigil,6.98,56
Emergency Contraception,Ulipristal,6.98,55
Emergency Contraception,ella,6.98,51
Ulcerative Colitis,Mesalamine,6.97,39
Depression,Aripiprazole,6.97,151
Vaginal Yeast Infection,Fluconazole,6.97,177
Opiate Dependence,Zubsolv,6.97,34
min),Metformin,6.97,31
High Blood Pressure,Hydrochlorothiazide / lisinopril,6.97,31
Bipolar Disorde,Topamax,6.97,31
Acne,Solodyn,6.97,60
Schizoaffective Disorde,Geodon,6.96,28
Birth Control,Microgestin 1 / 20,6.96,28
Bacterial Infection,Amoxicillin,6.96,27
Period Pain,Mefenamic acid,6.96,27
Restless Legs Syndrome,Ropinirole,6.96,123
Influenza,Oseltamivir,6.96,172
Birth Control,Mirena,6.96,965
Trigeminal Neuralgia,Tegretol,6.96,23
Allergic Rhinitis,Mometasone,6.95,22
Muscle Spasm,Baclofen,6.95,65
Anxiety,Lamotrigine,6.95,20
Bipolar Disorde,Cymbalta,6.95,20
Motion Sickness,Transderm-Scop,6.95,40
Rosacea,Metronidazole,6.95,38
Underactive Thyroid,Tirosint,6.94,17
Actinic Keratosis,Fluorouracil,6.94,17
Depression,Paxil,6.94,98
Tendonitis,Meloxicam,6.94,16
Urinary Tract Infection,Doxycycline,6.93,15
"Diabetes, Type 2",Lantus,6.93,15
Bipolar Disorde,Paliperidone,6.93,15
Benign Essential Trem,Propranolol,6.93,29
Bipolar Disorde,Escitalopram,6.93,29
Rheumatoid Arthritis,Leflunomide,6.93,29
Diabetic Peripheral Neuropathy,Cymbalta,6.92,26
Schizoaffective Disorde,Quetiapine,6.92,26
Precocious Puberty,Leuprolide,6.92,13
Migraine Prevention,Depakote ER,6.92,13
Rheumatoid Arthritis,Plaquenil,6.92,25
GERD,Dexlansoprazole,6.92,85
Dysuria,Uricalm,6.92,12
Major Depressive Disorde,Sertraline,6.91,56
Depression,Nuvigil,6.91,11
Benign Prostatic Hyperplasia,Dutasteride / tamsulosin,6.91,11
Seizure Prevention,Lamotrigine,6.91,44
Diabetic Peripheral Neuropathy,Lyrica,6.91,32
Perimenopausal Symptoms,Clonidine,6.9,42
Atopic Dermatitis,Eucrisa,6.9,21
ADHD,Focalin,6.9,40
Peripheral Neuropathy,Gabapentin,6.9,88
Back Pain,Cymbalta,6.89,19
Bipolar Disorde,Lexapro,6.89,19
Cervical Dystonia,OnabotulinumtoxinA,6.89,19
Skin or Soft Tissue Infection,Amoxicillin / clavulanate,6.89,19
Nausea/Vomiting of Pregnancy,Diclegis,6.89,65
"Constipation, Chronic",Lubiprostone,6.89,83
Alopecia,Minoxidil,6.89,46
Obsessive Compulsive Disorde,Abilify,6.89,9
Postmenopausal Symptoms,Conjugated estrogens / medroxyprogesterone,6.89,9
Overactive Bladde,Enablex,6.89,9
Schizophrenia,Aripiprazole,6.89,45
Birth Control,Generess Fe,6.88,104
Depression,Nortriptyline,6.88,17
Insomnia,Melatonin,6.88,101
Anxiety,Duloxetine,6.88,125
Upper Respiratory Tract Infection,Azithromycin,6.88,33
Diverticulitis,Metronidazole,6.88,81
Post Traumatic Stress Disorde,Mirtazapine,6.88,16
Sinusitis,Amoxicillin,6.88,8
Sinusitis,Prednisone,6.88,8
Upper Respiratory Tract Infection,Cephalexin,6.88,8
Muscle Spasm,Amrix,6.88,24
Schizophrenia,Iloperidone,6.88,8
Inflammatory Conditions,Meloxicam,6.87,91
Depression,Wellbutrin SR,6.87,53
Allergic Rhinitis,Fexofenadine,6.87,45
Hashimoto's disease,Levothyroxine,6.87,45
Human Papillomavirus Prophylaxis,Human papillomavirus vaccine,6.87,15
Bipolar Disorde,Lurasidone,6.87,277
Major Depressive Disorde,Effexor XR,6.86,37
Bipolar Disorde,Venlafaxine,6.86,37
Nasal Congestion,Pseudoephedrine,6.86,29
Panic Disorde,Bupropion,6.86,7
Tourette's Syndrome,Aripiprazole,6.86,7
Rheumatoid Arthritis,Mobic,6.86,14
Primary Immunodeficiency Syndrome,Immune globulin subcutaneous,6.86,14
Seasonal Allergic Conjunctivitis,Pataday,6.86,14
Osteoarthritis,Duexis,6.86,7
Sjogren's Syndrome,Evoxac,6.86,7
Restless Legs Syndrome,Requip,6.86,49
"Crohn's Disease, Maintenance",Imuran,6.86,7
Post Traumatic Stress Disorde,Risperidone,6.86,14
Vitamin/Mineral Supplementation during Pregnancy/Lactation,Prenatal Plus,6.86,7
Borderline Personality Disorde,Aripiprazole,6.86,7
Pruritus,Hydroxyzine,6.86,21
ADHD,Metadate CD,6.85,27
Insomnia,Trazodone,6.85,382
Ulcerative Colitis,Azathioprine,6.85,13
Depression,Armodafinil,6.85,13
"COPD, Maintenance",Spiriva,6.85,39
GERD,Protonix,6.84,19
Prostate Cance,Lupron,6.84,19
"COPD, Maintenance",Tiotropium,6.84,50
Bowel Preparation,Polyethylene glycol 3350 with electrolytes,6.84,198
Underactive Thyroid,Synthroid,6.84,43
"Breast Cancer, Metastatic",Femara,6.83,6
Peripheral Neuropathy,Neurontin,6.83,18
"Crohn's Disease, Acute",Humira,6.83,6
Allergic Rhinitis,Omnaris,6.83,6
Sedation,Phenergan,6.83,6
Light Sedation,Promethazine,6.83,6
Muscle Pain,Nabumetone,6.83,6
Alzheimer's Disease,Galantamine,6.83,6
ibromyalgia,Savella,6.83,208
Skin or Soft Tissue Infection,Cephalexin,6.83,63
Major Depressive Disorde,Mirtazapine,6.82,40
Menstrual Disorders,Microgestin Fe 1 / 20,6.82,17
Tourette's Syndrome,Clonidine,6.82,17
Bipolar Disorde,Latuda,6.82,270
Kidney Infections,Levofloxacin,6.82,11
Sjogren's Syndrome,Hydroxychloroquine,6.82,22
Generalized Anxiety Disorde,Venlafaxine,6.81,70
Narcolepsy,Modafinil,6.81,70
Depression,Viibryd,6.81,285
Anxiety,Venlafaxine,6.81,145
Pseudotumor Cerebri,Diamox,6.81,16
High Cholesterol,Evolocumab,6.81,16
Migraine Prevention,Botox,6.81,58
Uterine Fibroids,Leuprolide,6.81,26
Rheumatoid Arthritis,Adalimumab,6.8,76
Endometriosis,Tri-Sprintec,6.8,5
Supraventricular Tachycardia,Cartia XT,6.8,5
Stomach Ulce,Pantoprazole,6.8,15
ibromyalgia,Ultram,6.8,20
"Asthma, Maintenance",Pulmicort Flexhaler,6.8,5
Lactation Augmentation,Metoclopramide,6.8,5
"Ulcerative Colitis, Active",Rowasa,6.8,5
"Constipation, Drug Induced",Relistor,6.8,20
"Breast Cancer, Metastatic",Anastrozole,6.8,5
Rheumatoid Arthritis,Diclofenac / misoprostol,6.8,5
Depression,Lisdexamfetamine,6.8,5
High Blood Pressure,Lasix,6.8,5
Stomach Ulce,Sucralfate,6.8,10
Sciatica,Ibuprofen,6.8,5
Parkinson's Disease,Rotigotine,6.8,5
Major Depressive Disorde,Venlafaxine,6.8,89
Acne,Yasmin,6.8,64
Pain,Naproxen,6.8,49
High Blood Pressure,Diltiazem,6.79,19
Acne,TriNessa,6.78,60
Constipation,Linaclotide,6.78,36
Ulcerative Colitis,Prednisone,6.78,18
Insomnia,Temazepam,6.78,183
Dental Abscess,Metronidazole,6.78,58
Insomnia,Silenor,6.77,66
COPD,Fluticasone / vilanterol,6.77,13
High Blood Pressure,Micardis,6.76,17
High Blood Pressure,Benicar HCT,6.76,17
"Breast Cancer, Metastatic",Palbociclib,6.76,17
High Blood Pressure,Nebivolol,6.76,110
Schizophrenia,Olanzapine,6.76,21
Birth Control,Natazia,6.76,29
Major Depressive Disorde,Rexulti,6.75,57
Trigeminal Neuralgia,Carbamazepine,6.75,57
Bacterial Infection,Flagyl,6.75,73
Epilepsy,Felbamate,6.75,4
Pain,Naprosyn,6.75,4
atigue,Methylphenidate,6.75,4
Epilepsy,Gabapentin,6.75,8
Schizophrenia,Brexpiprazole,6.75,8
Seizures,Oxcarbazepine,6.75,16
High Blood Pressure,Lopressor,6.75,8
Neuropathic Pain,Oxcarbazepine,6.75,4
Pinworm Infection (Enterobius vermicularis),Pyrantel,6.75,4
Depression,Fluvoxamine,6.75,12
Asthma,Ciclesonide,6.75,4
Migraine Prevention,Zonisamide,6.75,20
"Conjunctivitis, Bacterial",Moxifloxacin,6.75,8
High Blood Pressure,Guanfacine,6.75,4
Diagnosis and Investigation,Regadenoson,6.75,4
Stomach Ulce,Lansoprazole,6.75,4
Birth Control,Azurette,6.75,12
Back Pain,Vicodin,6.75,12
Urinary Tract Infection,Septra,6.75,4
"Conjunctivitis, Allergic",Alcaftadine,6.75,12
Obesity,Bontril PDM,6.75,4
High Blood Pressure,Azilsartan medoxomil / chlorthalidone,6.75,8
Pain,Diphenhydramine / naproxen,6.75,8
Seizure Prevention,Lamictal,6.75,24
Cold Symptoms,Diphenhydramine,6.75,4
Pain,Capsaicin,6.75,12
Birth Control,NuvaRing,6.74,620
Insomnia,Sonata,6.74,31
Neuropathic Pain,Gabapentin,6.74,65
Dietary Supplementation,Multivitamin,6.74,38
"COPD, Maintenance",Advair Diskus,6.73,15
Underactive Thyroid,Nature-Throid,6.73,15
Multiple Sclerosis,Rebif,6.73,15
Schizoaffective Disorde,Risperdal,6.73,15
Pseudotumor Cerebri,Acetazolamide,6.73,44
"COPD, Maintenance",Albuterol,6.73,11
Bronchitis,Moxifloxacin,6.73,22
Irritable Bowel Syndrome,Eluxadoline,6.73,91
"Diabetes, Type 2",Glipizide,6.72,29
Birth Control,Ethinyl estradiol / norelgestromin,6.72,373
Inflammatory Conditions,Dexamethasone,6.71,21
High Blood Pressure,Hydrochlorothiazide / valsartan,6.71,14
Secondary Hyperparathyroidism,Cinacalcet,6.71,7
Bronchitis,Azithromycin Dose Pack,6.71,7
Stomach Ulce,Carafate,6.71,7
Asthma,Breo Ellipta,6.71,24
Insomnia,Unisom SleepTabs,6.71,24
Nausea/Vomiting of Pregnancy,Doxylamine / pyridoxine,6.71,58
Back Pain,Tramadol,6.7,108
Bipolar Disorde,Cariprazine,6.7,54
Bacterial Vaginitis,Tindamax,6.7,10
Alzheimer's Disease,Rivastigmine,6.7,10
Psoriasis,Dovonex,6.7,10
Hot Flashes,Brisdelle,6.7,20
Ulcerative Colitis,Budesonide,6.7,10
Anxiety,Vilazodone,6.7,20
Birth Control,Levora,6.69,95
High Blood Pressure,Atenolol,6.69,62
ibromyalgia,Amitriptyline,6.69,52
Major Depressive Disorde,Pristiq,6.69,26
Generalized Anxiety Disorde,Effexor XR,6.69,39
Osteoarthritis,Hyaluronan,6.69,84
Irritable Bowel Syndrome,Viberzi,6.69,90
Rheumatoid Arthritis,Naproxen,6.69,16
Rheumatoid Arthritis,Orencia,6.68,19
"Constipation, Chronic",Amitiza,6.68,79
Generalized Anxiety Disorde,Cymbalta,6.68,60
Cough and Nasal Congestion,Guaifenesin / pseudoephedrine,6.68,142
Seizures,Phenytoin,6.68,25
Diabetic Peripheral Neuropathy,Gabapentin,6.68,28
Sinusitis,Amoxil,6.67,3
Ophthalmic Surgery,Moxifloxacin,6.67,3
"Asthma, Maintenance",Fluticasone,6.67,15
Acne,Keflex,6.67,3
Influenza Prophylaxis,"Influenza virus vaccine, inactivated",6.67,3
Abnormal Uterine Bleeding,Levlen,6.67,3
Abnormal Uterine Bleeding,Sronyx,6.67,3
Ankylosing Spondylitis,Esomeprazole / naproxen,6.67,3
Hepatocellular Carcinoma,Sorafenib,6.67,3
"Conjunctivitis, Allergic",Bepreve,6.67,12
Perioral Dermatitis,Pimecrolimus,6.67,3
Systemic Mastocytosis,Cromolyn,6.67,3
"COPD, Maintenance",Symbicort,6.67,9
"High Cholesterol, Familial Heterozygous",Lovastatin,6.67,3
Urinary Tract Infection,Cefuroxime,6.67,6
"Diabetes, Type 2",Jentadueto,6.67,6
Edema,Hydrochlorothiazide,6.67,3
Bronchitis,Zithromax,6.67,30
Allergic Rhinitis,Diphenhydramine,6.67,9
Hypersomnia,NoDoz,6.67,6
Tinea Versicol,Ketoconazole,6.67,3
Bipolar Disorde,Valproic acid,6.67,6
Birth Control,Junel 1 / 20,6.67,6
Tinea Cruris,Terbinafine,6.67,3
High Blood Pressure,Coreg CR,6.67,3
Left Ventricular Dysfunction,Enalapril,6.67,3
Macular Degeneration,Ranibizumab,6.67,3
Endometriosis,Danazol,6.67,3
Generalized Anxiety Disorde,Paxil CR,6.67,3
Constipation,Docusate,6.67,12
Polycystic Ovary Syndrome,Drospirenone / ethinyl estradiol,6.67,9
Alcohol Withdrawal,Clonidine,6.67,3
Light Sedation,Meperidine,6.67,3
Major Depressive Disorde,Seroquel XR,6.67,6
Arrhythmia,Cordarone,6.67,3
Depression,Paroxetine,6.66,136
Emergency Contraception,Aftera,6.66,59
Bipolar Disorde,Bupropion,6.66,32
Muscle Spasm,Chlorzoxazone,6.66,32
Sciatica,Cyclobenzaprine,6.66,29
ibromyalgia,Gabapentin,6.65,98
Anxiety and Stress,Paroxetine,6.65,69
Allergic Rhinitis,Triamcinolone,6.65,43
ibromyalgia,Milnacipran,6.65,200
Hashimoto's disease,Synthroid,6.65,17
Atopic Dermatitis,Crisaborole,6.64,22
Epilepsy,Tegretol,6.64,22
High Blood Pressure,Clonidine,6.64,33
Muscle Spasm,Tizanidine,6.63,134
Birth Control,Ethinyl estradiol / etonogestrel,6.63,631
Overactive Bladde,Detrol LA,6.62,8
Insomnia,Doxylamine,6.62,72
Cough,Dextromethorphan / guaifenesin,6.62,8
Cough and Nasal Congestion,Bromfed DM,6.62,8
Pain,Talwin Nx,6.62,8
Borderline Personality Disorde,Risperidone,6.62,8
"Asthma, Maintenance",Breo Ellipta,6.62,8
Hepatitis C,Pegasys,6.62,8
Birth Control,Amethia,6.62,8
Birth Control,Dienogest / estradiol,6.62,24
Osteoarthritis,Orthovisc,6.62,77
Narcolepsy,Armodafinil,6.62,69
Schizophrenia,Lurasidone,6.62,45
Birth Control,Aviane,6.62,219
High Blood Pressure,Bystolic,6.62,99
Schizophrenia,Invega Sustenna,6.62,13
ADHD,Amphetamine,6.61,44
Cough,Guaifenesin,6.61,36
Birth Control,Ortho Cyclen,6.61,33
ibromyalgia,Lyrica,6.6,189
"Crohn's Disease, Acute",Infliximab,6.6,10
"Crohn's Disease, Acute",Adalimumab,6.6,5
Pain,Tylenol,6.6,5
Hepatitis C,Ribavirin,6.6,5
"Asthma, Maintenance",Mometasone,6.6,10
Nasal Carriage of Staphylococcus aureus,Mupirocin,6.6,5
High Cholesterol,Niacin / simvastatin,6.6,5
Migraine,Orphenadrine,6.6,5
Postpartum Depression,Paroxetine,6.6,5
Sedation,Vistaril,6.6,5
Birth Control,Cyred,6.6,5
Bronchitis,Sulfamethoxazole / trimethoprim,6.6,5
Not Listed / Othe,Lisinopril,6.6,5
Bleeding Disorde,Tranexamic acid,6.6,5
Insomnia,Nytol,6.6,5
Pulmonary Embolism,Xarelto,6.59,27
Depression,Abilify,6.59,142
Neutropenia Associated with Chemotherapy,Neulasta,6.59,22
Generalized Anxiety Disorde,Duloxetine,6.59,63
Birth Control,Ortho Tri-Cyclen Lo,6.59,179
Sinusitis,Moxifloxacin,6.59,41
Birth Control,Lutera,6.58,195
Pain,Naloxone / pentazocine,6.58,12
Osteoarthritis,Naproxen,6.58,24
Sinusitis,Biaxin,6.58,12
Birth Control,Zarah,6.58,60
Sinusitis,Clindamycin,6.58,12
Diverticulitis,Flagyl,6.58,38
Bacterial Skin Infection,Bactrim,6.58,33
Tinea Pedis,Terbinafine,6.57,7
High Blood Pressure,Propranolol,6.57,14
Allergic Rhinitis,Dymista,6.57,49
Schizoaffective Disorde,Invega Sustenna,6.57,7
Prevention of Hypokalemia,Potassium chloride,6.57,7
Vaginal Yeast Infection,Vagistat-1,6.57,7
"Diabetes, Type 2",Insulin lispro,6.57,7
Bipolar Disorde,Zyprexa,6.56,71
Seizures,Levetiracetam,6.56,103
Schizophrenia,Zyprexa,6.56,16
Bipolar Disorde,Olanzapine,6.56,107
Birth Control,ParaGard,6.56,368
Allergic Rhinitis,Benadryl,6.56,9
Irritable Bowel Syndrome,Immune globulin oral,6.56,9
High Blood Pressure,Benazepril,6.56,9
Paranoid Disorde,Olanzapine,6.56,9
Major Depressive Disorde,Abilify,6.56,36
Pain,Indomethacin,6.56,9
Allergic Rhinitis,Azelastine / fluticasone,6.55,47
Skin or Soft Tissue Infection,Clindamycin,6.55,40
Depression,Duloxetine,6.55,328
Overactive Bladde,Oxybutynin,6.55,86
Bipolar Disorde,Effexor XR,6.55,11
High Blood Pressure,Diovan HCT,6.55,11
Postherpetic Neuralgia,Pregabalin,6.55,11
"Diabetes, Type 2",Onglyza,6.55,11
ibromyalgia,Duloxetine,6.54,152
Oophorectomy,Estradiol,6.54,13
Osteoarthritis,Sodium hyaluronate,6.53,116
Major Depressive Disorde,Paroxetine,6.53,15
Post Traumatic Stress Disorde,Paxil,6.53,15
Rheumatoid Arthritis,Hydroxychloroquine,6.53,47
Ovarian Cysts,Sprintec,6.53,17
Birth Control,Desogen,6.53,17
Birth Control,Loestrin 24 Fe,6.52,276
Neuropathic Pain,Pregabalin,6.52,96
Birth Control,Drospirenone / ethinyl estradiol / levomefolate calcium,6.51,113
High Blood Pressure,Diovan,6.51,43
Schizophrenia,Latuda,6.51,47
Pain,Tramadol,6.51,357
Cough,Tessalon Perles,6.51,51
Chronic Pain,Butrans,6.51,59
Allergic Rhinitis,Cetirizine,6.51,67
Major Depressive Disorde,Vortioxetine,6.5,161
2</span> users found this comment helpful.,LoSeasonique,6.5,4
Anal Fissure and Fistula,Rectiv,6.5,4
Amenorrhea,Norethindrone,6.5,4
"Diabetes, Type 2",ActoPlus Met,6.5,4
"Ischemic Stroke, Prophylaxis",Aspirin / dipyridamole,6.5,8
"Asthma, acute",Prednisolone,6.5,4
ibromyalgia,Fluoxetine,6.5,6
Deep Vein Thrombosis,Pradaxa,6.5,6
Atrial Fibrillation,Digoxin,6.5,4
Chronic Spasticity,Baclofen,6.5,12
"Diabetes, Type 2",Insulin degludec,6.5,14
Insomnia,Benadryl Allergy,6.5,4
Nasal Congestion,Sudafed 24-Hour,6.5,4
Hypoestrogenism,Estradiol,6.5,8
TSH Suppression,Levothyroxine,6.5,4
Perioral Dermatitis,Tacrolimus,6.5,4
Labor Pain,Stadol,6.5,10
Schizophrenia,Loxapine,6.5,4
Ovarian Cysts,Tri-Sprintec,6.5,8
Autism,Aripiprazole,6.5,14
Peripheral Neuropathy,Carbamazepine,6.5,8
Postural Orthostatic Tachycardia Syndrome,Midodrine,6.5,6
1</span> users found this comment helpful.,Loestrin 24 Fe,6.5,6
Depression,Paxil CR,6.5,10
Sciatica,Naproxen,6.5,24
Seborrheic Dermatitis,Xolegel,6.5,4
Abnormal Uterine Bleeding,Megestrol,6.5,16
High Blood Pressure,Enalapril,6.5,4
Raynaud's Syndrome,Amlodipine,6.5,4
Sjogren's Syndrome,Plaquenil,6.5,10
Hepatitis C,Viekira Pak,6.5,8
Not Listed / Othe,Quetiapine,6.5,6
Bladder Infection,Keflex,6.5,4
Post Traumatic Stress Disorde,Aripiprazole,6.5,4
Duodenal Ulce,Pantoprazole,6.5,4
GERD,Carafate,6.5,8
Pulmonary Hypertension,Sildenafil,6.5,6
Benign Prostatic Hyperplasia,Saw palmetto,6.5,4
Ulcerative Colitis,Apriso,6.5,10
ibromyalgia,Pregabalin,6.5,212
Narcolepsy,Nuvigil,6.49,59
Bronchitis,Azithromycin,6.49,100
Insomnia,Lunesta,6.48,128
Allergic Rhinitis,Nasacort,6.48,29
High Cholesterol,Rosuvastatin,6.48,50
Depression,Venlafaxine,6.48,437
Pain,Gabapentin,6.48,176
GERD,Dexilant,6.48,65
Anxiety,BuSpar,6.48,233
High Cholesterol,Crestor,6.48,42
Schizoaffective Disorde,Risperidone,6.47,19
Major Depressive Disorde,Effexor,6.47,19
Muscle Spasm,Flexeril,6.47,76
Breast Cance,Femara,6.47,17
Depression,Risperidone,6.47,17
Insomnia,Diphenhydramine,6.47,64
Endometriosis,Ethinyl estradiol / norethindrone,6.47,43
Endometriosis,Depo-Provera,6.46,28
Vaginal Yeast Infection,Diflucan,6.46,56
"Ischemic Stroke, Prophylaxis",Aggrenox,6.46,13
"Hypogonadism, Male",Testim,6.46,63
Bacterial Infection,Ciprofloxacin,6.46,24
Bipolar Disorde,Duloxetine,6.45,22
Hyperprolactinemia,Bromocriptine,6.45,11
Menstrual Disorders,Ocella,6.45,11
Menstrual Disorders,Yasmin,6.45,11
Tourette's Syndrome,Pimozide,6.45,11
Depression,Imipramine,6.45,11
Progesterone Insufficiency,Progesterone,6.45,11
Pain,Embeda,6.45,11
Pain,Nucynta,6.45,164
Obesity,Alli,6.45,51
Osteoarthritis,Synvisc-One,6.45,60
High Blood Pressure,Telmisartan,6.45,20
Osteoarthritis,Euflexxa,6.45,98
Bacterial Infection,Metronidazole,6.45,208
Insomnia,Doxepin,6.45,130
Urinary Tract Infection,Levaquin,6.44,18
Muscle Spasm,Norflex,6.44,9
Peripheral Neuropathy,Lyrica,6.44,9
Psoriatic Arthritis,Golimumab,6.44,9
High Blood Pressure,Ramipril,6.44,34
ibromyalgia,Cymbalta,6.44,146
Seizures,Keppra,6.43,81
Depression,Vilazodone,6.43,315
"Asthma, Maintenance",Fluticasone / vilanterol,6.43,7
Endometriosis,Sprintec,6.43,7
Dry Skin,Emollients,6.43,35
Birth Control,Altavera,6.43,7
Pain,Lidoderm,6.43,28
Irritable Bowel Syndrome,Lubiprostone,6.43,35
High Blood Pressure,Valturna,6.43,7
Abnormal Uterine Bleeding,Loestrin 24 Fe,6.42,33
Benign Prostatic Hyperplasia,Rapaflo,6.42,62
Atrial Fibrillation,Multaq,6.42,12
Tonsillitis/Pharyngitis,Azithromycin,6.41,41
Underactive Thyroid,Levothyroxine,6.41,177
Rheumatoid Arthritis,Humira,6.41,71
Ovarian Cysts,Ethinyl estradiol / norgestimate,6.41,54
Diabetic Peripheral Neuropathy,Pregabalin,6.4,35
Bowel Preparation,GoLYTELY,6.4,15
ibromyalgia,Neurontin,6.4,20
Migraine,Cyproheptadine,6.4,20
Ovarian Cysts,LoSeasonique,6.4,5
Postural Orthostatic Tachycardia Syndrome,Fludrocortisone,6.4,5
Asthma,Nucala,6.4,5
Breast Cance,Everolimus,6.4,5
"Breast Cancer, Metastatic",Faslodex,6.4,5
Postmenopausal Symptoms,Ethinyl estradiol / norethindrone,6.4,5
Schizoaffective Disorde,Zyprexa,6.4,20
Muscle Pain,Naproxen,6.4,20
Vitamin/Mineral Supplementation during Pregnancy/Lactation,CitraNatal 90 DHA,6.4,5
Sinusitis,Omnicef,6.4,5
Reflex Sympathetic Dystrophy Syndrome,Gabapentin,6.4,15
Seizures,Fycompa,6.4,5
Hepatic Encephalopathy,Rifaximin,6.4,5
Bipolar Disorde,Carbamazepine,6.4,53
Atrophic Vaginitis,Estrace Vaginal Cream,6.39,23
Deep Vein Thrombosis,Xarelto,6.39,23
Acne,Minocycline,6.39,232
Premature Lab,Hydroxyprogesterone,6.39,31
Cough and Nasal Congestion,Mucinex D,6.39,114
Insomnia,Acetaminophen / diphenhydramine,6.38,13
"Asthma, Maintenance",Albuterol,6.38,13
0</span> users found this comment helpful.,Loestrin 24 Fe,6.38,21
Bacterial Vaginitis,MetroGel-Vaginal,6.38,21
Weight Loss,Contrave,6.38,263
Sciatica,Flexeril,6.38,16
"Conjunctivitis, Bacterial",Vigamox,6.38,8
Hypertriglyceridemia,Fenofibrate,6.38,16
Obsessive Compulsive Disorde,Olanzapine,6.38,8
ADHD,Dyanavel XR,6.38,8
Irritable Bowel Syndrome,Levsin,6.38,8
"Diabetes, Type 2",Glyxambi,6.38,8
Rheumatoid Arthritis,Rituxan,6.38,8
Cough,Mucinex,6.38,24
Neutropenia Associated with Chemotherapy,Pegfilgrastim,6.37,19
Bacterial Infection,Cephalexin,6.37,41
Postpartum Depression,Venlafaxine,6.36,11
Osteoarthritis,Hylan g-f 20,6.36,94
Schizophrenia,Abilify,6.36,36
Prostate Cance,Leuprolide,6.36,36
Urinary Incontinence,Oxybutynin,6.36,25
Head Lice,Ivermectin,6.36,25
Strep Throat,Amoxicillin / clavulanate,6.36,39
"Diabetes, Type 2",Jardiance,6.36,39
Rheumatoid Arthritis,Arava,6.36,14
Birth Control,Necon 1 / 35,6.36,14
Bacterial Vaginitis,Clindamycin,6.35,40
Migraine Prevention,Topamax,6.35,222
Vaginal Yeast Infection,Terconazole,6.34,44
Birth Control,Lyza,6.34,44
Epilepsy,Tegretol XR,6.33,6
Paranoid Disorde,Ziprasidone,6.33,3
Heart Failure,Spironolactone,6.33,3
